time,(V)
0.000000,3.575610E-1
0.005000,3.650940E-1
0.010000,3.550500E-1
0.015000,3.575610E-1
0.020000,3.575610E-1
0.025000,3.500280E-1
0.030000,3.575610E-1
0.035000,3.625830E-1
0.040000,3.500280E-1
0.045000,3.650940E-1
0.050000,3.525390E-1
0.055000,3.600720E-1
0.060000,3.650940E-1
0.065000,3.500280E-1
0.070000,3.600720E-1
0.075000,3.650940E-1
0.080000,3.525390E-1
0.085000,3.600720E-1
0.090000,3.575610E-1
0.095000,3.500280E-1
0.100000,3.650940E-1
0.105000,3.600720E-1
0.110000,3.600720E-1
0.115000,3.600720E-1
0.120000,3.575610E-1
0.125000,3.600720E-1
0.130000,3.550500E-1
0.135000,3.575610E-1
0.140000,3.625830E-1
0.145000,3.525390E-1
0.150000,3.650940E-1
0.155000,3.525390E-1
0.160000,3.600720E-1
0.165000,3.625830E-1
0.170000,3.500280E-1
0.175000,3.650940E-1
0.180000,3.575610E-1
0.185000,3.550500E-1
0.190000,3.575610E-1
0.195000,3.575610E-1
0.200000,3.600720E-1
0.205000,3.575610E-1
0.210000,3.575610E-1
0.215000,3.575610E-1
0.220000,3.625830E-1
0.225000,3.525390E-1
0.230000,3.575610E-1
0.235000,3.575610E-1
0.240000,3.525390E-1
0.245000,3.625830E-1
0.250000,3.575610E-1
0.255000,3.575610E-1
0.260000,3.625830E-1
0.265000,3.525390E-1
0.270000,3.650940E-1
0.275000,3.575610E-1
0.280000,3.575610E-1
0.285000,3.550500E-1
0.290000,3.600720E-1
0.295000,3.575610E-1
0.300000,3.575610E-1
0.305000,3.600720E-1
0.310000,3.575610E-1
0.315000,3.625830E-1
0.320000,3.525390E-1
0.325000,3.625830E-1
0.330000,3.500280E-1
0.335000,3.575610E-1
0.340000,3.600720E-1
0.345000,3.600720E-1
0.350000,3.600720E-1
0.355000,3.600720E-1
0.360000,3.600720E-1
0.365000,3.550500E-1
0.370000,3.650940E-1
0.375000,3.575610E-1
0.380000,3.575610E-1
0.385000,3.650940E-1
0.390000,3.550500E-1
0.395000,3.676050E-1
0.400000,3.600720E-1
0.405000,3.575610E-1
0.410000,3.625830E-1
0.415000,3.550500E-1
0.420000,3.625830E-1
0.425000,3.550500E-1
0.430000,3.625830E-1
0.435000,3.550500E-1
0.440000,3.650940E-1
0.445000,3.575610E-1
0.450000,3.676050E-1
0.455000,3.550500E-1
0.460000,3.625830E-1
0.465000,3.600720E-1
0.470000,3.575610E-1
0.475000,3.625830E-1
0.480000,3.600720E-1
0.485000,3.600720E-1
0.490000,3.600720E-1
0.495000,3.600720E-1
0.500000,3.676050E-1
0.505000,3.625830E-1
0.510000,3.600720E-1
0.515000,3.650940E-1
0.520000,3.600720E-1
0.525000,3.575610E-1
0.530000,3.625830E-1
0.535000,3.600720E-1
0.540000,3.575610E-1
0.545000,3.650940E-1
0.550000,3.575610E-1
0.555000,3.600720E-1
0.560000,3.600720E-1
0.565000,3.550500E-1
0.570000,3.650940E-1
0.575000,3.600720E-1
0.580000,3.600720E-1
0.585000,3.600720E-1
0.590000,3.600720E-1
0.595000,3.600720E-1
0.600000,3.600720E-1
0.605000,3.650940E-1
0.610000,3.525390E-1
0.615000,3.600720E-1
0.620000,3.600720E-1
0.625000,3.625830E-1
0.630000,3.676050E-1
0.635000,3.550500E-1
0.640000,3.650940E-1
0.645000,3.600720E-1
0.650000,3.600720E-1
0.655000,3.650940E-1
0.660000,3.550500E-1
0.665000,3.625830E-1
0.670000,3.600720E-1
0.675000,3.550500E-1
0.680000,3.650940E-1
0.685000,3.575610E-1
0.690000,3.600720E-1
0.695000,3.650940E-1
0.700000,3.550500E-1
0.705000,3.600720E-1
0.710000,3.650940E-1
0.715000,3.525390E-1
0.720000,3.625830E-1
0.725000,3.575610E-1
0.730000,3.525390E-1
0.735000,3.676050E-1
0.740000,3.575610E-1
0.745000,3.525390E-1
0.750000,3.676050E-1
0.755000,3.525390E-1
0.760000,3.600720E-1
0.765000,3.676050E-1
0.770000,3.550500E-1
0.775000,3.600720E-1
0.780000,3.600720E-1
0.785000,3.575610E-1
0.790000,3.676050E-1
0.795000,3.550500E-1
0.800000,3.600720E-1
0.805000,3.650940E-1
0.810000,3.550500E-1
0.815000,3.575610E-1
0.820000,3.650940E-1
0.825000,3.550500E-1
0.830000,3.600720E-1
0.835000,3.676050E-1
0.840000,3.575610E-1
0.845000,3.575610E-1
0.850000,3.650940E-1
0.855000,3.600720E-1
0.860000,3.550500E-1
0.865000,3.676050E-1
0.870000,3.550500E-1
0.875000,3.600720E-1
0.880000,3.650940E-1
0.885000,3.525390E-1
0.890000,3.600720E-1
0.895000,3.676050E-1
0.900000,3.600720E-1
0.905000,3.550500E-1
0.910000,3.650940E-1
0.915000,3.550500E-1
0.920000,3.600720E-1
0.925000,3.600720E-1
0.930000,3.550500E-1
0.935000,3.600720E-1
0.940000,3.600720E-1
0.945000,3.550500E-1
0.950000,3.600720E-1
0.955000,3.600720E-1
0.960000,3.550500E-1
0.965000,3.676050E-1
0.970000,3.550500E-1
0.975000,3.600720E-1
0.980000,3.600720E-1
0.985000,3.550500E-1
0.990000,3.625830E-1
0.995000,3.676050E-1
1.000000,3.600720E-1
1.005000,3.600720E-1
1.010000,3.550500E-1
1.015000,3.650940E-1
1.020000,3.600720E-1
1.025000,3.550500E-1
1.030000,3.600720E-1
1.035000,3.600720E-1
1.040000,3.676050E-1
1.045000,3.600720E-1
1.050000,3.575610E-1
1.055000,3.550500E-1
1.060000,3.676050E-1
1.065000,3.600720E-1
1.070000,3.625830E-1
1.075000,3.676050E-1
1.080000,3.550500E-1
1.085000,3.575610E-1
1.090000,3.575610E-1
1.095000,3.575610E-1
1.100000,3.575610E-1
1.105000,3.575610E-1
1.110000,3.676050E-1
1.115000,3.550500E-1
1.120000,3.676050E-1
1.125000,3.600720E-1
1.130000,3.550500E-1
1.135000,3.676050E-1
1.140000,3.600720E-1
1.145000,3.600720E-1
1.150000,3.676050E-1
1.155000,3.550500E-1
1.160000,3.625830E-1
1.165000,3.650940E-1
1.170000,3.550500E-1
1.175000,3.600720E-1
1.180000,3.600720E-1
1.185000,3.650940E-1
1.190000,3.600720E-1
1.195000,3.550500E-1
1.200000,3.650940E-1
1.205000,3.600720E-1
1.210000,3.550500E-1
1.215000,3.676050E-1
1.220000,3.600720E-1
1.225000,3.600720E-1
1.230000,3.625830E-1
1.235000,3.550500E-1
1.240000,3.600720E-1
1.245000,3.600720E-1
1.250000,3.550500E-1
1.255000,3.600720E-1
1.260000,3.600720E-1
1.265000,3.550500E-1
1.270000,3.600720E-1
1.275000,3.600720E-1
1.280000,3.575610E-1
1.285000,3.650940E-1
1.290000,3.550500E-1
1.295000,3.600720E-1
1.300000,3.650940E-1
1.305000,3.600720E-1
1.310000,3.550500E-1
1.315000,3.600720E-1
1.320000,3.625830E-1
1.325000,3.600720E-1
1.330000,3.575610E-1
1.335000,3.650940E-1
1.340000,3.550500E-1
1.345000,3.676050E-1
1.350000,3.600720E-1
1.355000,3.600720E-1
1.360000,3.676050E-1
1.365000,3.600720E-1
1.370000,3.550500E-1
1.375000,3.600720E-1
1.380000,3.676050E-1
1.385000,3.575610E-1
1.390000,3.625830E-1
1.395000,3.650940E-1
1.400000,3.600720E-1
1.405000,3.550500E-1
1.410000,3.600720E-1
1.415000,3.600720E-1
1.420000,3.550500E-1
1.425000,3.650940E-1
1.430000,3.600720E-1
1.435000,3.575610E-1
1.440000,3.575610E-1
1.445000,3.600720E-1
1.450000,3.550500E-1
1.455000,3.600720E-1
1.460000,3.625830E-1
1.465000,3.625830E-1
1.470000,3.550500E-1
1.475000,3.676050E-1
1.480000,3.600720E-1
1.485000,3.550500E-1
1.490000,3.525390E-1
1.495000,3.676050E-1
1.500000,3.550500E-1
1.505000,3.676050E-1
1.510000,3.550500E-1
1.515000,3.600720E-1
1.520000,3.575610E-1
1.525000,3.550500E-1
1.530000,3.600720E-1
1.535000,3.600720E-1
1.540000,3.550500E-1
1.545000,3.650940E-1
1.550000,3.600720E-1
1.555000,3.600720E-1
1.560000,3.575610E-1
1.565000,3.600720E-1
1.570000,3.600720E-1
1.575000,3.600720E-1
1.580000,3.600720E-1
1.585000,3.550500E-1
1.590000,3.676050E-1
1.595000,3.600720E-1
1.600000,3.550500E-1
1.605000,3.650940E-1
1.610000,3.600720E-1
1.615000,3.575610E-1
1.620000,3.575610E-1
1.625000,3.650940E-1
1.630000,3.676050E-1
1.635000,3.600720E-1
1.640000,3.550500E-1
1.645000,3.625830E-1
1.650000,3.676050E-1
1.655000,3.676050E-1
1.660000,3.600720E-1
1.665000,3.600720E-1
1.670000,3.550500E-1
1.675000,3.600720E-1
1.680000,3.676050E-1
1.685000,3.650940E-1
1.690000,3.575610E-1
1.695000,3.575610E-1
1.700000,3.575610E-1
1.705000,3.676050E-1
1.710000,3.676050E-1
1.715000,3.575610E-1
1.720000,3.550500E-1
1.725000,3.676050E-1
1.730000,3.600720E-1
1.735000,3.550500E-1
1.740000,3.600720E-1
1.745000,3.600720E-1
1.750000,3.550500E-1
1.755000,3.575610E-1
1.760000,3.625830E-1
1.765000,3.600720E-1
1.770000,3.525390E-1
1.775000,3.625830E-1
1.780000,3.550500E-1
1.785000,3.600720E-1
1.790000,3.650940E-1
1.795000,3.600720E-1
1.800000,3.600720E-1
1.805000,3.625830E-1
1.810000,3.550500E-1
1.815000,3.600720E-1
1.820000,3.650940E-1
1.825000,3.600720E-1
1.830000,3.550500E-1
1.835000,3.676050E-1
1.840000,3.575610E-1
1.845000,3.600720E-1
1.850000,3.550500E-1
1.855000,3.600720E-1
1.860000,3.650940E-1
1.865000,3.550500E-1
1.870000,3.625830E-1
1.875000,3.600720E-1
1.880000,3.550500E-1
1.885000,3.600720E-1
1.890000,3.676050E-1
1.895000,3.550500E-1
1.900000,3.600720E-1
1.905000,3.650940E-1
1.910000,3.650940E-1
1.915000,3.600720E-1
1.920000,3.600720E-1
1.925000,3.676050E-1
1.930000,3.550500E-1
1.935000,3.600720E-1
1.940000,3.600720E-1
1.945000,3.525390E-1
1.950000,3.575610E-1
1.955000,3.600720E-1
1.960000,3.550500E-1
1.965000,3.600720E-1
1.970000,3.600720E-1
1.975000,3.600720E-1
1.980000,3.600720E-1
1.985000,3.550500E-1
1.990000,3.676050E-1
1.995000,3.550500E-1
2.000000,3.650940E-1
2.005000,3.550500E-1
2.010000,3.650940E-1
2.015000,3.600720E-1
2.020000,3.550500E-1
2.025000,3.600720E-1
2.030000,3.676050E-1
2.035000,3.550500E-1
2.040000,3.600720E-1
2.045000,3.650940E-1
2.050000,3.600720E-1
2.055000,3.575610E-1
2.060000,3.676050E-1
2.065000,3.575610E-1
2.070000,3.600720E-1
2.075000,3.550500E-1
2.080000,3.676050E-1
2.085000,3.600720E-1
2.090000,3.575610E-1
2.095000,3.550500E-1
2.100000,3.600720E-1
2.105000,3.676050E-1
2.110000,3.600720E-1
2.115000,3.550500E-1
2.120000,3.550500E-1
2.125000,3.600720E-1
2.130000,3.650940E-1
2.135000,3.600720E-1
2.140000,3.550500E-1
2.145000,3.650940E-1
2.150000,3.676050E-1
2.155000,3.600720E-1
2.160000,3.575610E-1
2.165000,3.676050E-1
2.170000,3.525390E-1
2.175000,3.600720E-1
2.180000,3.575610E-1
2.185000,3.550500E-1
2.190000,3.600720E-1
2.195000,3.676050E-1
2.200000,3.550500E-1
2.205000,3.600720E-1
2.210000,3.600720E-1
2.215000,3.575610E-1
2.220000,3.650940E-1
2.225000,3.600720E-1
2.230000,3.600720E-1
2.235000,3.676050E-1
2.240000,3.550500E-1
2.245000,3.600720E-1
2.250000,3.650940E-1
2.255000,3.575610E-1
2.260000,3.550500E-1
2.265000,3.676050E-1
2.270000,3.600720E-1
2.275000,3.550500E-1
2.280000,3.575610E-1
2.285000,3.600720E-1
2.290000,3.625830E-1
2.295000,3.600720E-1
2.300000,3.550500E-1
2.305000,3.676050E-1
2.310000,3.600720E-1
2.315000,3.600720E-1
2.320000,3.676050E-1
2.325000,3.550500E-1
2.330000,3.600720E-1
2.335000,3.625830E-1
2.340000,3.600720E-1
2.345000,3.600720E-1
2.350000,3.600720E-1
2.355000,3.600720E-1
2.360000,3.600720E-1
2.365000,3.600720E-1
2.370000,3.600720E-1
2.375000,3.600720E-1
2.380000,3.600720E-1
2.385000,3.600720E-1
2.390000,3.600720E-1
2.395000,3.600720E-1
2.400000,3.550500E-1
2.405000,3.650940E-1
2.410000,3.600720E-1
2.415000,3.600720E-1
2.420000,3.600720E-1
2.425000,3.600720E-1
2.430000,3.600720E-1
2.435000,3.600720E-1
2.440000,3.676050E-1
2.445000,3.575610E-1
2.450000,3.600720E-1
2.455000,3.600720E-1
2.460000,3.600720E-1
2.465000,3.550500E-1
2.470000,3.650940E-1
2.475000,3.550500E-1
2.480000,3.600720E-1
2.485000,3.600720E-1
2.490000,3.575610E-1
2.495000,3.676050E-1
2.500000,3.600720E-1
2.505000,3.575610E-1
2.510000,3.676050E-1
2.515000,3.600720E-1
2.520000,3.575610E-1
2.525000,3.600720E-1
2.530000,3.600720E-1
2.535000,3.600720E-1
2.540000,3.676050E-1
2.545000,3.600720E-1
2.550000,3.550500E-1
2.555000,3.650940E-1
2.560000,3.600720E-1
2.565000,3.600720E-1
2.570000,3.650940E-1
2.575000,3.550500E-1
2.580000,3.676050E-1
2.585000,3.550500E-1
2.590000,3.676050E-1
2.595000,3.550500E-1
2.600000,3.575610E-1
2.605000,3.600720E-1
2.610000,3.550500E-1
2.615000,3.650940E-1
2.620000,3.550500E-1
2.625000,3.600720E-1
2.630000,3.600720E-1
2.635000,3.600720E-1
2.640000,3.625830E-1
2.645000,3.600720E-1
2.650000,3.625830E-1
2.655000,3.600720E-1
2.660000,3.600720E-1
2.665000,3.600720E-1
2.670000,3.676050E-1
2.675000,3.550500E-1
2.680000,3.676050E-1
2.685000,3.550500E-1
2.690000,3.676050E-1
2.695000,3.550500E-1
2.700000,3.650940E-1
2.705000,3.550500E-1
2.710000,3.600720E-1
2.715000,3.550500E-1
2.720000,3.650940E-1
2.725000,3.625830E-1
2.730000,3.575610E-1
2.735000,3.600720E-1
2.740000,3.550500E-1
2.745000,3.676050E-1
2.750000,3.550500E-1
2.755000,3.600720E-1
2.760000,3.676050E-1
2.765000,3.550500E-1
2.770000,3.575610E-1
2.775000,3.600720E-1
2.780000,3.575610E-1
2.785000,3.650940E-1
2.790000,3.676050E-1
2.795000,3.600720E-1
2.800000,3.600720E-1
2.805000,3.550500E-1
2.810000,3.600720E-1
2.815000,3.600720E-1
2.820000,3.600720E-1
2.825000,3.676050E-1
2.830000,3.525390E-1
2.835000,3.676050E-1
2.840000,3.600720E-1
2.845000,3.600720E-1
2.850000,3.600720E-1
2.855000,3.600720E-1
2.860000,3.550500E-1
2.865000,3.625830E-1
2.870000,3.575610E-1
2.875000,3.575610E-1
2.880000,3.676050E-1
2.885000,3.525390E-1
2.890000,3.600720E-1
2.895000,3.600720E-1
2.900000,3.550500E-1
2.905000,3.650940E-1
2.910000,3.550500E-1
2.915000,3.600720E-1
2.920000,3.575610E-1
2.925000,3.550500E-1
2.930000,3.676050E-1
2.935000,3.600720E-1
2.940000,3.600720E-1
2.945000,3.600720E-1
2.950000,3.600720E-1
2.955000,3.676050E-1
2.960000,3.575610E-1
2.965000,3.676050E-1
2.970000,3.550500E-1
2.975000,3.650940E-1
2.980000,3.550500E-1
2.985000,3.600720E-1
2.990000,3.625830E-1
2.995000,3.600720E-1
3.000000,3.600720E-1
3.005000,3.575610E-1
3.010000,3.676050E-1
3.015000,3.575610E-1
3.020000,3.600720E-1
3.025000,3.650940E-1
3.030000,3.575610E-1
3.035000,3.600720E-1
3.040000,3.600720E-1
3.045000,3.600720E-1
3.050000,3.650940E-1
3.055000,3.550500E-1
3.060000,3.600720E-1
3.065000,3.600720E-1
3.070000,3.575610E-1
3.075000,3.650940E-1
3.080000,3.600720E-1
3.085000,3.600720E-1
3.090000,3.600720E-1
3.095000,3.550500E-1
3.100000,3.676050E-1
3.105000,3.550500E-1
3.110000,3.600720E-1
3.115000,3.600720E-1
3.120000,3.600720E-1
3.125000,3.650940E-1
3.130000,3.600720E-1
3.135000,3.575610E-1
3.140000,3.625830E-1
3.145000,3.676050E-1
3.150000,3.600720E-1
3.155000,3.550500E-1
3.160000,3.600720E-1
3.165000,3.676050E-1
3.170000,3.600720E-1
3.175000,3.600720E-1
3.180000,3.676050E-1
3.185000,3.550500E-1
3.190000,3.600720E-1
3.195000,3.550500E-1
3.200000,3.625830E-1
3.205000,3.600720E-1
3.210000,3.600720E-1
3.215000,3.600720E-1
3.220000,3.600720E-1
3.225000,3.600720E-1
3.230000,3.600720E-1
3.235000,3.600720E-1
3.240000,3.600720E-1
3.245000,3.600720E-1
3.250000,3.600720E-1
3.255000,3.600720E-1
3.260000,3.600720E-1
3.265000,3.600720E-1
3.270000,3.650940E-1
3.275000,3.600720E-1
3.280000,3.600720E-1
3.285000,3.550500E-1
3.290000,3.600720E-1
3.295000,3.600720E-1
3.300000,3.600720E-1
3.305000,3.600720E-1
3.310000,3.575610E-1
3.315000,3.676050E-1
3.320000,3.575610E-1
3.325000,3.676050E-1
3.330000,3.550500E-1
3.335000,3.650940E-1
3.340000,3.575610E-1
3.345000,3.676050E-1
3.350000,3.550500E-1
3.355000,3.676050E-1
3.360000,3.575610E-1
3.365000,3.600720E-1
3.370000,3.600720E-1
3.375000,3.600720E-1
3.380000,3.625830E-1
3.385000,3.600720E-1
3.390000,3.600720E-1
3.395000,3.600720E-1
3.400000,3.600720E-1
3.405000,3.600720E-1
3.410000,3.625830E-1
3.415000,3.575610E-1
3.420000,3.600720E-1
3.425000,3.600720E-1
3.430000,3.575610E-1
3.435000,3.650940E-1
3.440000,3.550500E-1
3.445000,3.625830E-1
3.450000,3.550500E-1
3.455000,3.676050E-1
3.460000,3.600720E-1
3.465000,3.600720E-1
3.470000,3.575610E-1
3.475000,3.550500E-1
3.480000,3.650940E-1
3.485000,3.550500E-1
3.490000,3.650940E-1
3.495000,3.600720E-1
3.500000,3.600720E-1
3.505000,3.676050E-1
3.510000,3.550500E-1
3.515000,3.575610E-1
3.520000,3.600720E-1
3.525000,3.625830E-1
3.530000,3.676050E-1
3.535000,3.550500E-1
3.540000,3.600720E-1
3.545000,3.575610E-1
3.550000,3.550500E-1
3.555000,3.600720E-1
3.560000,3.676050E-1
3.565000,3.575610E-1
3.570000,3.550500E-1
3.575000,3.550500E-1
3.580000,3.600720E-1
3.585000,3.676050E-1
3.590000,3.600720E-1
3.595000,3.550500E-1
3.600000,3.600720E-1
3.605000,3.650940E-1
3.610000,3.600720E-1
3.615000,3.550500E-1
3.620000,3.600720E-1
3.625000,3.676050E-1
3.630000,3.600720E-1
3.635000,3.550500E-1
3.640000,3.625830E-1
3.645000,3.676050E-1
3.650000,3.600720E-1
3.655000,3.550500E-1
3.660000,3.600720E-1
3.665000,3.676050E-1
3.670000,3.525390E-1
3.675000,3.676050E-1
3.680000,3.600720E-1
3.685000,3.550500E-1
3.690000,3.600720E-1
3.695000,3.676050E-1
3.700000,3.550500E-1
3.705000,3.600720E-1
3.710000,3.650940E-1
3.715000,3.550500E-1
3.720000,3.676050E-1
3.725000,3.575610E-1
3.730000,3.550500E-1
3.735000,3.600720E-1
3.740000,3.600720E-1
3.745000,3.550500E-1
3.750000,3.676050E-1
3.755000,3.676050E-1
3.760000,3.600720E-1
3.765000,3.550500E-1
3.770000,3.600720E-1
3.775000,3.650940E-1
3.780000,3.550500E-1
3.785000,3.600720E-1
3.790000,3.676050E-1
3.795000,3.550500E-1
3.800000,3.650940E-1
3.805000,3.525390E-1
3.810000,3.600720E-1
3.815000,3.600720E-1
3.820000,3.550500E-1
3.825000,3.676050E-1
3.830000,3.600720E-1
3.835000,3.600720E-1
3.840000,3.676050E-1
3.845000,3.600720E-1
3.850000,3.550500E-1
3.855000,3.600720E-1
3.860000,3.575610E-1
3.865000,3.550500E-1
3.870000,3.600720E-1
3.875000,3.676050E-1
3.880000,3.550500E-1
3.885000,3.600720E-1
3.890000,3.676050E-1
3.895000,3.600720E-1
3.900000,3.550500E-1
3.905000,3.676050E-1
3.910000,3.600720E-1
3.915000,3.550500E-1
3.920000,3.650940E-1
3.925000,3.550500E-1
3.930000,3.650940E-1
3.935000,3.575610E-1
3.940000,3.600720E-1
3.945000,3.676050E-1
3.950000,3.550500E-1
3.955000,3.676050E-1
3.960000,3.550500E-1
3.965000,3.676050E-1
3.970000,3.550500E-1
3.975000,3.676050E-1
3.980000,3.550500E-1
3.985000,3.600720E-1
3.990000,3.525390E-1
3.995000,3.676050E-1
4.000000,3.550500E-1
4.005000,3.600720E-1
4.010000,3.600720E-1
4.015000,3.600720E-1
4.020000,3.676050E-1
4.025000,3.550500E-1
4.030000,3.600720E-1
4.035000,3.600720E-1
4.040000,3.550500E-1
4.045000,3.650940E-1
4.050000,3.600720E-1
4.055000,3.600720E-1
4.060000,3.625830E-1
4.065000,3.575610E-1
4.070000,3.550500E-1
4.075000,3.600720E-1
4.080000,3.650940E-1
4.085000,3.676050E-1
4.090000,3.676050E-1
4.095000,3.600720E-1
4.100000,3.600720E-1
4.105000,3.550500E-1
4.110000,3.525390E-1
4.115000,3.600720E-1
4.120000,3.600720E-1
4.125000,3.676050E-1
4.130000,3.600720E-1
4.135000,4.555944E+0
4.140000,4.545900E+0
4.145000,4.555944E+0
4.150000,4.555944E+0
4.155000,4.553433E+0
4.160000,4.558455E+0
4.165000,4.553433E+0
4.170000,4.555944E+0
4.175000,4.553433E+0
4.180000,4.555944E+0
4.185000,4.553433E+0
4.190000,4.553433E+0
4.195000,4.558455E+0
4.200000,4.553433E+0
4.205000,4.553433E+0
4.210000,4.553433E+0
4.215000,4.548411E+0
4.220000,4.560966E+0
4.225000,4.548411E+0
4.230000,4.555944E+0
4.235000,4.555944E+0
4.240000,4.545900E+0
4.245000,4.553433E+0
4.250000,4.555944E+0
4.255000,4.548411E+0
4.260000,4.558455E+0
4.265000,4.545900E+0
4.270000,4.555944E+0
4.275000,4.558455E+0
4.280000,4.548411E+0
4.285000,4.553433E+0
4.290000,4.550922E+0
4.295000,4.555944E+0
4.300000,3.600720E-1
4.305000,3.600720E-1
4.310000,3.550500E-1
4.315000,3.650940E-1
4.320000,3.600720E-1
4.325000,3.600720E-1
4.330000,3.676050E-1
4.335000,3.550500E-1
4.340000,3.600720E-1
4.345000,3.650940E-1
4.350000,3.600720E-1
4.355000,3.600720E-1
4.360000,3.676050E-1
4.365000,3.600720E-1
4.370000,3.550500E-1
4.375000,3.600720E-1
4.380000,3.650940E-1
4.385000,3.600720E-1
4.390000,3.600720E-1
4.395000,3.575610E-1
4.400000,3.600720E-1
4.405000,3.650940E-1
4.410000,3.600720E-1
4.415000,3.600720E-1
4.420000,3.676050E-1
4.425000,3.600720E-1
4.430000,3.550500E-1
4.435000,3.600720E-1
4.440000,3.676050E-1
4.445000,3.550500E-1
4.450000,3.600720E-1
4.455000,3.650940E-1
4.460000,3.600720E-1
4.465000,3.550500E-1
4.470000,3.625830E-1
4.475000,3.676050E-1
4.480000,3.600720E-1
4.485000,3.600720E-1
4.490000,3.676050E-1
4.495000,3.600720E-1
4.500000,3.600720E-1
4.505000,3.676050E-1
4.510000,3.550500E-1
4.515000,3.575610E-1
4.520000,3.600720E-1
4.525000,3.550500E-1
4.530000,3.650940E-1
4.535000,3.600720E-1
4.540000,3.600720E-1
4.545000,3.600720E-1
4.550000,3.600720E-1
4.555000,3.600720E-1
4.560000,3.550500E-1
4.565000,3.676050E-1
4.570000,3.550500E-1
4.575000,3.600720E-1
4.580000,3.600720E-1
4.585000,3.600720E-1
4.590000,3.676050E-1
4.595000,3.600720E-1
4.600000,3.525390E-1
4.605000,3.650940E-1
4.610000,3.600720E-1
4.615000,3.575610E-1
4.620000,3.676050E-1
4.625000,3.600720E-1
4.630000,3.625830E-1
4.635000,3.650940E-1
4.640000,3.600720E-1
4.645000,3.550500E-1
4.650000,3.676050E-1
4.655000,3.600720E-1
4.660000,3.550500E-1
4.665000,3.676050E-1
4.670000,3.600720E-1
4.675000,3.575610E-1
4.680000,3.600720E-1
4.685000,3.676050E-1
4.690000,3.600720E-1
4.695000,3.525390E-1
4.700000,3.600720E-1
4.705000,3.676050E-1
4.710000,3.575610E-1
4.715000,3.550500E-1
4.720000,3.600720E-1
4.725000,3.676050E-1
4.730000,3.600720E-1
4.735000,3.575610E-1
4.740000,3.676050E-1
4.745000,3.625830E-1
4.750000,3.600720E-1
4.755000,3.676050E-1
4.760000,3.575610E-1
4.765000,3.600720E-1
4.770000,3.676050E-1
4.775000,3.600720E-1
4.780000,3.550500E-1
4.785000,3.600720E-1
4.790000,3.600720E-1
4.795000,3.550500E-1
4.800000,3.650940E-1
4.805000,4.555944E+0
4.810000,4.548411E+0
4.815000,4.560966E+0
4.820000,4.553433E+0
4.825000,4.548411E+0
4.830000,4.555944E+0
4.835000,4.553433E+0
4.840000,4.548411E+0
4.845000,4.553433E+0
4.850000,4.550922E+0
4.855000,4.553433E+0
4.860000,4.558455E+0
4.865000,4.545900E+0
4.870000,4.558455E+0
4.875000,4.548411E+0
4.880000,4.558455E+0
4.885000,4.545900E+0
4.890000,4.560966E+0
4.895000,4.550922E+0
4.900000,4.545900E+0
4.905000,4.558455E+0
4.910000,4.553433E+0
4.915000,4.548411E+0
4.920000,4.560966E+0
4.925000,4.553433E+0
4.930000,4.550922E+0
4.935000,4.558455E+0
4.940000,4.553433E+0
4.945000,4.550922E+0
4.950000,4.555944E+0
4.955000,4.560966E+0
4.960000,4.555944E+0
4.965000,4.545900E+0
4.970000,3.676050E-1
4.975000,3.676050E-1
4.980000,3.625830E-1
4.985000,3.550500E-1
4.990000,3.600720E-1
4.995000,3.650940E-1
5.000000,3.625830E-1
5.005000,3.575610E-1
5.010000,3.550500E-1
5.015000,3.600720E-1
5.020000,3.676050E-1
5.025000,3.676050E-1
5.030000,3.600720E-1
5.035000,3.575610E-1
5.040000,3.676050E-1
5.045000,3.600720E-1
5.050000,3.550500E-1
5.055000,3.600720E-1
5.060000,3.676050E-1
5.065000,3.625830E-1
5.070000,3.575610E-1
5.075000,3.600720E-1
5.080000,3.676050E-1
5.085000,3.600720E-1
5.090000,3.600720E-1
5.095000,3.676050E-1
5.100000,3.600720E-1
5.105000,3.550500E-1
